"path","lines","sha256","review_status","review_method","billing_relevant","collections_or_tables","rpcs_called_or_defined","app_state_disposition","direct_test_evidence"
"supabase/functions/_shared/admin.ts","77","e35b5b737f1bcbbbd25f0df7eda9df7be0b3bbef8ed1e9099e9cb8717aaa6324","reviewed","mechanical-full-text-risk-screen","no","users/profiles","","none",""
"supabase/functions/_shared/cors.ts","22","dfc9f1b41520e182156b56213de5cefcf483178b60b40e8f3b621ea77a21bada","reviewed","semantic-hotspot-plus-mechanical-screen","yes","","","none",""
"supabase/functions/_shared/rateLimit.ts","48","987bfba84bb857903a67bb348408e6154338cf09ad8d058c2b4cd39bb5175a6a","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"supabase/functions/admin-change-password/index.ts","39","d39563198bc6850795bd51961d4b426f0eb61d55aa9a43dc172d45d656763ac3","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"supabase/functions/admin-create-user/index.ts","66","2d825b01483b8aab0cafaddcdeb6e8ec778934486a2cf73241dee64566a7f2b3","reviewed","mechanical-full-text-risk-screen","no","users/profiles","","none",""
"supabase/functions/admin-toggle-user-active/index.ts","61","3ed75527da0d2e271194d10a7e70187479415e098d129f91f8bad51777530a7b","reviewed","mechanical-full-text-risk-screen","no","users/profiles","","none",""
"supabase/functions/admin-update-user/index.ts","73","737ebf83127232299794c9257bca063fe58a8abd7e299f0cb68c01939dbe5533","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; customers; bills","","none",""
"supabase/functions/change-own-password/index.ts","41","41c59eab448581b82a6494e578bdb6cac4713b0121f712cec088a4b80b536c62","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"supabase/functions/resolve-login-email/index.ts","47","60f41a7faa22e97426d7e3b220425e5ba90fec8b19b1fedf9e50b777e38165c4","reviewed","mechanical-full-text-risk-screen","no","users/profiles","","none",""
"supabase/phase1-backfill-from-app-state.sql","1036","8b1f5bc638324752ae1349c225c69cd790bda35d37cf28fe2af3695d5f7a7569","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; organizations; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; bill_lines; payments; audit_logs; expenses","","migration-diagnostic-or-reconstruction",""
"supabase/phase1-normalized-schema.sql","805","5a7fe1e699063499c33229794e0eb18879119f90929786aa9d1ba38f6601fa1c","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; organizations; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; bill_lines; payments; audit_logs; expenses; operational_events","current_user_has_org_access; current_user_org_role; set_updated_at; sync_org_primary_member_from_profile","schema-or-realtime-compatibility",""
"supabase/phase1-organization-member-sync.sql","65","ca8a2bcf1a9bc877da26cd80d13b1d4b630784feea5dc7bffa621a63b83559af","reviewed","mechanical-full-text-risk-screen","no","users/profiles; organizations","sync_org_primary_member_from_profile","none",""
"supabase/phase1-parity-checks-single-result.sql","230","1bebf6f78047afe359669c05369e67dd10e7bbece3daa2f7dd4c67eaa975833f","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; bill_lines; payments; audit_logs; expenses","","migration-diagnostic-or-reconstruction",""
"supabase/phase1-parity-checks.sql","255","2238000eb162f23527b8b1ee5a8bda553e8647fbeb88068c2cb640b7215eb710","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; bill_lines; payments; audit_logs; expenses","","migration-diagnostic-or-reconstruction",""
"supabase/phase1-runbook.md","42","7ce4d431da5a85dbc50ee2a624720a83e9eb04dd49c6b0387c31e4445e3de34d","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; organizations","","documentation-or-test-reference",""
"supabase/phase10-financial-v2-rpcs.sql","2338","9e54f1afeeb47a45ded330536ab4237486407aba86a84a24dde3c3fc7f41a780","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; bill_lines; payments; audit_logs; operational_events; financial_mutations","apply_financial_v2_rows; assert_financial_v2_actor_free; calculate_financial_session_charge_v2; commit_checkout_bill_v2; commit_financial_adjustment_v2; format_financial_minutes_v2; get_financial_mutation_result; raise_operational_rpc_error","v2-prohibition-and-client-field-rejection","src/dataGateway/financialV2SqlContract.test.ts"
"supabase/phase11-operational-maintenance-rpcs.sql","188","bf056dd0a05f9388fae52c1e666ef35aa4a7a226a67694c0f4337120bb8aa752","reviewed","mechanical-full-text-risk-screen","no","users/profiles; organizations; sessions; session_pause_logs; audit_logs; operational_events","delete_pause_log; edit_pause_log; raise_operational_rpc_error; record_session_audit","none","src/dataGateway/financialV2SqlContract.test.ts"
"supabase/phase3-performance-evidence-probes-single-result.sql","436","7a3939cd00d2c51e705a2c898db1879bad7ce0fc4c7b03f0722c016da91a7803","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; bills; bill_lines; payments; expenses","","migration-diagnostic-or-reconstruction",""
"supabase/phase3-performance-evidence-probes.sql","403","50bcbb05058e9618215da6068aec0967cf0518a61ca943b3df4a8cd1becc9d7b","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; bills; bill_lines; payments; expenses","","migration-diagnostic-or-reconstruction",""
"supabase/phase3-read-performance-indexes.sql","21","75881fa5fd10e8a0c3db4c97f647c04ba5cbc4ea756ba7af3a414fb7c228bec7","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; bills","","normalized-source-no-app-state-access",""
"supabase/phase4-combo-rpcs.sql","857","e12bffa6b4851e2b6e82871c578a06575379f670e100446106684cef0dd7460d","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; inventory_items; combos; stock_movements; bills; audit_logs; operational_events","apply_customer_tab_combo; current_user_has_org_access; raise_operational_rpc_error; repeat_session_combo","none",""
"supabase/phase4-combo-standalone-item-diagnostics.sql","229","d7ee55afa60f6ea2752c21b3eba5137b7eb40ee1c90c126ab773dc4710c4ca0b","reviewed","mechanical-full-text-risk-screen","no","organizations; sessions; customer_tabs; combos","","none",""
"supabase/phase4-customer-tab-rpcs.sql","1260","a45c6966d746669e06e43a6a8b7924f6043fc31802f4be31fa707d1fbffddd5c","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; customers; inventory_items; combos; bills; audit_logs; operational_events","add_customer_tab_item; current_user_has_org_access; open_customer_tab; raise_operational_rpc_error; remove_customer_tab_item; resolve_operational_customer; resolve_operational_inventory_item; update_customer_tab_item_quantity","none",""
"supabase/phase4-fast-app-state-patch-helper.sql","79","b851c7fcaabba1992ec17b7f19c24e5a0fcdfa4ad01b75c39fcdb15436fb45e8","reviewed","semantic-hotspot-plus-mechanical-screen","no","audit_logs","patch_app_state_array_by_id","legacy-v1-purpose-writer",""
"supabase/phase4-hop-continuation-verification.sql","244","4255fca0a66d3c43bd9a2bf90bd9efce103caf8fa8bc6171f63aff3e90402b0a","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; customers; bills","","none",""
"supabase/phase4-hop-session-rpc.sql","283","f9dcd488cba735aeecbb6eb47da00626eb2fe2815811049cc8f9768e8527aef4","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; session_pause_logs; bills; audit_logs; operational_events","current_user_has_org_access; hop_session; raise_operational_rpc_error","legacy-v1-purpose-writer","src/dataGateway/operationalSqlContract.test.ts"
"supabase/phase4-link-customer-tab-continuation-rpc.sql","341","2aa74ecc0b5b6f37d5bc248df10b465090c7b07abe77a3dca89e0a12ceb64778","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; bills; bill_lines; audit_logs; operational_events","current_user_has_org_access; link_customer_tab_continuation; raise_operational_rpc_error","none","src/dataGateway/operationalSqlContract.test.ts"
"supabase/phase4-live-detail-rpcs.sql","463","8f012ef962cc56367ff4c41cf155639cbeb027b1adbedc8214fe03dde68972a6","reviewed","mechanical-full-text-risk-screen","no","organizations; sessions; customer_tabs; customers; audit_logs; operational_events","current_user_has_org_access; raise_operational_rpc_error; save_live_customer_tab_details; save_live_session_details","none",""
"supabase/phase4-pause-resume-session-rpcs.sql","431","8e64133d20086a684743aabc12761a096aa253360ac4ebbb17101f1deb0c8152","reviewed","mechanical-full-text-risk-screen","no","organizations; sessions; session_pause_logs; audit_logs; operational_events","current_user_has_org_access; pause_session; raise_operational_rpc_error; resume_session","none",""
"supabase/phase4-reject-rpcs-transactional-proof.sql","1031","82f47516792e81019ce16112b938d175ef6928a6bc6042840e262b3ca55f586d","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; organizations; stations; sessions; customer_tabs; stock_movements; bills; audit_logs; operational_events","reject_session","migration-diagnostic-or-reconstruction",""
"supabase/phase4-reject-rpcs.sql","711","4a1b693c6ef3dd9fb0760e87a894a23cf705481a0397fb1244cdc78b77e9e78e","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; session_pause_logs; customer_tabs; bills; audit_logs; operational_events","current_user_has_org_access; patch_app_state_array_by_id; raise_operational_rpc_error; reject_customer_tab; reject_session","legacy-v1-purpose-writer","src/dataGateway/operationalSqlContract.test.ts"
"supabase/phase4-rpc-runbook.md","445","cd87a4fd1d2d21f5924b64c916dbf9a7e3627ddc3dbe23c9f28ff50a8c443108","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; sessions; session_pause_logs; customer_tabs; customers; inventory_items; combos; stock_movements; bills; payments; audit_logs; operational_events","","documentation-or-test-reference",""
"supabase/phase4-session-item-rpcs.sql","657","ffc9d8125bfecfd89c8ea13659b6b4af7c5381aaa9ae37384c2370b7ddb8b104","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; inventory_items; combos; stock_movements; bills; audit_logs; operational_events","add_session_item; current_user_has_org_access; raise_operational_rpc_error; remove_session_item","none",""
"supabase/phase4-start-session-rpc.sql","738","b4068dfae644362b892b2cda3c536182d52fd18af414265f8f1eaf1d76a1f2e7","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; sessions; customer_tabs; customers; inventory_items; combos; stock_movements; bills; audit_logs; operational_events","current_user_has_org_access; raise_operational_rpc_error; start_session","legacy-v1-purpose-writer","src/dataGateway/operationalSqlContract.test.ts"
"supabase/phase5-financial-adjustment-rpc.sql","550","ef61e85f028ebb6d6ee4a48b24b42b465268da0640d41b6a66915a11b0822346","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; sessions; customers; inventory_items; stock_movements; bills; payments; audit_logs; operational_events","commit_financial_adjustment; current_user_has_org_access; raise_operational_rpc_error","legacy-v1-purpose-writer",""
"supabase/phase5-financial-checkout-rpc.sql","1011","8699bfb0dd7c569fafc8628a9483d01a9213ab680a5f37e6f1c3ce04834c18e5","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; sessions; customer_tabs; customers; inventory_items; combos; stock_movements; bills; bill_lines; payments; audit_logs; operational_events","commit_checkout_bill; current_user_has_org_access; patch_app_state_array_by_id; raise_operational_rpc_error","legacy-v1-purpose-writer",""
"supabase/phase6-admin-data-change-rpc.sql","1079","2ff6e036f3fe71178bf803f8c41c25b8f02fb51391bf2aeb69710b8ed19acab3","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; business_profile; stations; pricing_rules; customers; inventory_items; sale_variants; combos; stock_movements; bills; payments; audit_logs; expenses; operational_events","commit_admin_data_change; current_user_has_org_access; raise_operational_rpc_error; remove_app_state_array_by_id","legacy-v1-purpose-writer",""
"supabase/phase6-compact-realtime-monitoring.sql","37","40e1c669987709ba65bbca35694bdd7b0ff0fd328ab3f2130d7ba5230b473993","reviewed","semantic-hotspot-plus-mechanical-screen","no","operational_events","","legacy-v1-purpose-writer",""
"supabase/phase6-compact-realtime-publication.sql","25","7b4178d084313d6d9a7a36e31ba5b26e207777c4a8b31908b8bdc9facaac8ed7","reviewed","semantic-hotspot-plus-mechanical-screen","no","operational_events","","schema-or-realtime-compatibility",""
"supabase/phase6-disable-app-state-realtime-publication.sql","46","abc4bb213468058b2d489cfc5b8c9dd4ac1219559c2e3c20ec0124807fb0bd83","reviewed","semantic-hotspot-plus-mechanical-screen","no","operational_events","","schema-or-realtime-compatibility",""
"supabase/phase6-restore-app-state-realtime-publication.sql","25","3d07c91a964d8a629dbcc0e1a0411d48c5d32e48afdcd9bcfabdddef7393b3cd","reviewed","semantic-hotspot-plus-mechanical-screen","no","operational_events","","schema-or-realtime-compatibility",""
"supabase/phase7-analytics-summary-rpc.sql","957","6c78e69c76a76fc781b743170395053c66ee984588951e2cce607a93c9376ef5","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; sessions; customer_tabs; customers; combos; bills; bill_lines; payments; expenses","analytics_business_date; analytics_local_date; backfill_analytics_daily_summary; current_user_has_org_access; load_analytics_summary; mark_analytics_dirty_date; mark_analytics_dirty_dates_for_bill; mark_analytics_dirty_from_bill; mark_analytics_dirty_from_bill_child; mark_analytics_dirty_from_customer_tab; mark_analytics_dirty_from_expense; mark_analytics_dirty_from_payment; mark_analytics_dirty_from_session; refresh_analytics_for_business_dates","normalized-source-no-app-state-access",""
"supabase/phase7-analytics-summary-verification.sql","73","699bc85614a9e98fbdf95b80300f97a083239756127e3b7cd24e3a69f0bb534f","reviewed","semantic-hotspot-plus-mechanical-screen","yes","payments; expenses","","none",""
"supabase/phase8-inventory-admin-sync-repair-apply.sql","328","dc12906f39f41fbe88d91d17f61bed93976e6fefc8745c16c3f48aac9d829c05","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; inventory_items; sale_variants; stock_movements; bills; payments; audit_logs; operational_events","","migration-diagnostic-or-reconstruction",""
"supabase/phase8-inventory-admin-sync-repair-preview.sql","177","554dc51dbc47a44dd38df43b69e1d3a929740b5137273c8ad323fcbbe5667bb4","reviewed","semantic-hotspot-plus-mechanical-screen","no","organizations; inventory_items; sale_variants; stock_movements; audit_logs","","migration-diagnostic-or-reconstruction",""
"supabase/phase8-inventory-admin-sync-repair-verification.sql","127","7f219ac9ab0b646e65ed5f2aeba87ac392587cb42083dfbd3cf1ec6aaf7b7748","reviewed","semantic-hotspot-plus-mechanical-screen","no","organizations; inventory_items; sale_variants","","migration-diagnostic-or-reconstruction",""
"supabase/phase9-inventory-report-summary-rpc.sql","625","5371247aed7772bfedebc98bd5e2fd9dd1278ee03b7de3395db68788e70fb01c","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; inventory_items; stock_movements; bills","backfill_inventory_report_summary; current_user_has_org_access; load_inventory_report_summary; mark_inventory_report_dirty_date; mark_inventory_report_dirty_from_stock_movement; refresh_inventory_report_for_business_dates","none",""
"supabase/phase9-inventory-report-summary-verification.sql","95","cf1a17122ebef11ca9655d71457f634a9759486808de4504f4ad797c5478a7d8","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"supabase/schema.sql","123","4e4b27bc7780514c965b4fdf4a3984056263a7eac46ad269efc99e43711d8cab","reviewed","semantic-hotspot-plus-mechanical-screen","no","users/profiles","current_profile_is_active; current_profile_role; set_updated_at","schema-or-realtime-compatibility",""
"tests/e2e/staging/release-a-hop-pause.e2e.ts","233","b1fa9ff0c4644e222adeecc0dd06a1d51447c775196ea4a9e0b65fabee073d3e","reviewed","semantic-hotspot-plus-mechanical-screen","yes","sessions; bills","commit_checkout_bill; edit_pause_log; hop_session; record_session_audit; start_session","none",""
"tests/e2e/staging/release-a-inventory-matrix.e2e.ts","241","f35d9a3adc8bc7eaee9d04757d36c0f62295ef412023023ed514eb98cd228240","reviewed","semantic-hotspot-plus-mechanical-screen","yes","combos; customer_tabs; customer_tab_items; customer_tab_combo_applications; inventory_items; sale_variants; operational_events","add_customer_tab_item; apply_customer_tab_combo; open_customer_tab; reject_customer_tab","none",""
"tests/e2e/staging/release-a-report-exports.e2e.ts","82","da86d8fd5ae0919124e973295d9e6bef90cc88ab329dbed9119f59639ac5af2d","reviewed","semantic-hotspot-plus-mechanical-screen","yes","","","none",""
"tests/e2e/staging/release-b-active-multihop-cleanup-v2.e2e.ts","290","7b2f9bd41c391430e96b748a8cad5880b45b84c40f6e9aa952d29e32100cdcb1","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; bills; bill_lines; payments; audit_logs; operational_events","","documentation-or-test-reference",""
"tests/e2e/staging/release-b-bill-collision-v2.e2e.ts","186","fd262044f62422b2cd9bafe6f4f036436214848b065ec98659c871b9e5088900","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; customers; bills","","none",""
"tests/e2e/staging/release-b-checkout-hop-race-v2.e2e.ts","495","b979eb593617618198f22a507e5b2719bd8fbbba555ebd4f8147c33d93104ec5","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; organizations; sessions; bills; payments; audit_logs; operational_events; customers","commit_checkout_bill_v2; current_user_org_role; get_financial_mutation_result; hop_session; save_live_session_details; start_session","documentation-or-test-reference",""
"tests/e2e/staging/release-b-checkout-reject-race-v2.e2e.ts","438","3caba2a440e18654e82496ccc457a0b9341930145421083ff6b3358ae81bfbda","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; bills; payments; audit_logs; operational_events; customers","commit_checkout_bill_v2; get_financial_mutation_result; reject_session; save_live_session_details; start_session","documentation-or-test-reference",""
"tests/e2e/staging/release-b-checkout-v2.e2e.ts","186","3d79cdee725d6b37f0abaa79aded6edde6bb2fb7bd0896148a45ea68024c9a3c","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; bills","commit_checkout_bill_v2","none",""
"tests/e2e/staging/release-b-concurrency-v2.e2e.ts","334","d4f5a8a1119cd3e5aced47dbf037792b89993070f65aa3b938011f5143e65042","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; bills","","none",""
"tests/e2e/staging/release-b-hopped-concurrency-v2.e2e.ts","189","c2199a59a7e8b295a8d46fbdb22e4040152031d9b08b3ca27631bcc2225b6f79","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; bills","hop_session","none",""
"tests/e2e/staging/release-b-inventory-tab-v2.e2e.ts","164","6adf29baf416a2962920a77428e5b281000907c540fb6f97dd536d7f97a055f6","reviewed","semantic-hotspot-plus-mechanical-screen","yes","customer_tabs; inventory_items; stock_movements","commit_checkout_bill_v2","none",""
"tests/e2e/staging/release-b-limited-stock-v2.e2e.ts","950","4cf91f5ae0da2423c303141a4474288144bb973aa0167781c51795b0a0dde96e","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customers; inventory_items; stock_movements; bills; payments; operational_events","","documentation-or-test-reference",""
"tests/e2e/staging/release-b-multihop-concurrency-v2.e2e.ts","899","a8fc2768bd35020bb1f68312fc8fd190d871865226ebb3eff086a6ea0da53805","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; bills; bill_lines; payments; audit_logs; operational_events; customers","commit_checkout_bill_v2; current_user_org_role; get_financial_mutation_result; hop_session; save_live_session_details; start_session","documentation-or-test-reference",""
"tests/e2e/staging/release-b-performance-v2.e2e.ts","130","eb8e1327a554d3d814fc08a9bd8939124f7d18d303be80a828664a39b61beb4f","reviewed","semantic-hotspot-plus-mechanical-screen","yes","","commit_checkout_bill_v2","none",""
"tests/e2e/staging/release-b-refund-v2.e2e.ts","123","066479642dcf0490792fac2cdce43794868fa6e99077d5732d8cdb0560067c86","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stock_movements; bills; payments; audit_logs","commit_checkout_bill_v2; commit_financial_adjustment_v2","none",""
"tests/e2e/staging/release-b-replacement-v2.e2e.ts","127","e13fc2386e3bda2758f448e7728603cb941e06ae22534a2d84f93bd73f7d392b","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stock_movements; bills","commit_checkout_bill_v2","none",""
"tests/e2e/staging/release-b-settlement-v2.e2e.ts","281","ebc29f15a720902573ae1e76b7ef74a4a23e67510edd9f8ad5f45c497864a69d","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; bills; payments","commit_checkout_bill_v2; commit_financial_adjustment_v2","none",""
"tests/e2e/staging/support/app.ts","312","55ea47b7cb9a737230e17d9dc63321c0c0ce28f399b44d9700d389595fd7304a","reviewed","semantic-hotspot-plus-mechanical-screen","yes","bills","","none",""
"tsconfig.app.json","20","4925b13b0b8bc6f19325ca63e505798e304f2c800bf425b2debe1710c312f206","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"tsconfig.json","8","7a8ddec53aba35daa80afec748db4a517f085dad367fe5427df2f6a5a2d547b4","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"vite.config.ts","16","85ab70dde229d3abca5ac3a6aa58773d8b50b3a41e5f4db68575ad1c933d8849","reviewed","mechanical-full-text-risk-screen","no","","","none",""
